Username,Handle,Timestamp,Text,Comments,Likes,Retweets
Pencoded,@pen_coded,2020-09-18T04:21:41.000Z,"So bloody keen. 

#notes #notetaking #KnowledgeManagement #Roam #Obsidian #ml #aiQuote Tweet
Codex
@codexeditor
 · Sep 18
Tweet about Bret Victor in Codex inside Codex.

@TomLisankie @ZornGerhard
Show this thread",1,1,1
erajasekar,@erajasekar,2020-09-18T01:32:30.000Z,"How to Easily Add Icons to your Notion Notes? http://erajasekar.com/posts/how-to-add-icons-to-notion-notes/#.X2QN7Kyam9M.twitter… via 
@erajasekar
 #notion 
@NotionHQ
 #NoteTakingHow to Easily Add Icons to your Notion Notes?
In this post, I will share how to use Notions Icons tool to easily add icons to Notion and some tips in using Icons in Notion.
erajasekar.com",1,,2
Tim King,@hellotimking,2020-09-17T20:43:35.000Z,"Bear – A Three Year Journey 

A story of #note taking, enabling tech, and me

Note taking is an incredibly personal thing. Some | Read More... https://hellotimking.com/2020/05/bear-a-three-year-journey/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost… #bearapp #digitalwriting #journal #journalling #notetaking #notetaking #onlinepublishing #wikiBear – A Three Year Journey | hellotimking
Note taking is an incredibly personal thing. Some like paper, others record their voice, and then there are those brave souls who wade into the hundreds of applications available that strive to be...
hellotimking.com",,,
Chris Jensen,@eraserdog,2020-09-17T19:12:22.000Z,"If you are a 5th - 8th grade #math #teacher , and #teach using #virtual or #distancelearning , or #homeschool check out http://erasermath.com. I would like your feedback.  I try to incorporate #notetaking and #independent #learning so a #teacher can focus on #criticalthinkingEraserMath.com -
Math education for distance learning, virtual classroom, elementary, middle school math. Perimeter, circumference, order of operations and many others.
erasermath.com",,,1
QOwnNotes,@QOwnNotes,2020-09-17T16:17:04.000Z,"New release of QOwnNotes: v20.9.6 https://ift.tt/2uM1eGs #notetaking #NextcloudQOwnNotes Changelog
Open source markdown note taking for Linux, Mac OS X and Windows, that works together with Nextcloud Notes
qownnotes.org",,1,3
Plexie,@plexie,2020-09-17T16:07:55.000Z,"Does a specific note taking style work best for you or your class? Plexie has you covered with our easy to use note taking templates.

Students and teachers can sign up for free here 
https://plexie.com/teachers-and-students/…

#Plexie #edtech #notetaking #distancelearning #remotelearning",,2,2
Darren Smith,@thenakedscrummy,2020-09-17T15:09:13.000Z,"I am running another visualisation workshop on the 8/9 October  here https://eventbrite.co.uk/e/visual-facilitation-storytelling-notetaking-workshop-tickets-116325511737?ref=estw… 

#visualization #notetaking #bikablo #facilitation #agilecoach",1,,1
TheKangarooCrew,@TheKangarooCrew,2020-09-17T15:03:53.000Z,"The benefits
 of #notetaking by #hand - BBC News https://bbc.com/worklife/article/20200910-the-benefits-of-note-taking-by-hand… via 
@GoogleNews
 #preK #Autism #schoolsreopening #coronavirus #thursdaymorning #Reading #Children #BackToSchool #ThursdayMotivation    #virtual #ThursdayThoughts #children #learningThe benefits of note-taking by hand
Computers and phones have become the go-to note-taking method for many. But your brain benefits from an old-fashioned pen and paper.
bbc.com",,1,
techforword,@techforword,2020-09-16T18:40:18.000Z,"Congratulations to Francesco Saina, the second winner of a Nebo Pro license! 
We’ve got 8 more free 
@MyScriptApps
 licenses to give away.

Just sign up for our free webinar and the raffle at http://xl8.link/freewebinar.

#AskNebo #Webinar #NoteTaking #GiveawayGIF",,,4
Plexie,@plexie,2020-09-16T14:56:38.000Z,"Need to see your classmates' notes real quick? Plexie makes it easy to share notes or even take notes in the same place.

Plexie is free for students and teachers at http://plexie.com

#Plexie #edtech #notetaking #distancelearning #remotelearning",,2,4
SyntaxError,@DataAugmented,2020-09-16T14:56:00.000Z,"Evernote’s completely redesigned iOS app arrives today https://engadget.com/evernote-rebuilt-ios-app-launches-130010252.html… #productivity #notetaking #evernote #rebuilt #notes #gearEvernote’s completely redesigned iOS app arrives today
Evernote's rebuilt iOS app launches today.
engadget.com",,,
Debra Bruce,@debra18bruce,2020-09-16T14:27:09.000Z,"We have many new options for #notetaking nowadays than before like #notebooks, #voicememos, #stickynotes but #augmented alternatives don’t automatically guide to the improved efficiency or #modernization 
#ModernNoteTakingHow does Modern Note Taking approach moulds with Digital revolution
Modern Note Taking : Note taking is as old as any art. There are large books on the topic of how to suitably represent and arrange information in an immediate and readable way.
knowledgenile.com",,,
Remote COO,@RemoteCOO,2020-09-16T14:00:26.000Z,"Are you struggling to fully comprehend your notes and act accordingly? Read our most recent blog for six notetaking tips to keep you on track to complete project deadlines and company initiatives!
https://bit.ly/353WUEo
#notetaking #notetakingtips #stayorganized",,,1
David Andrade,@daveandcori,2020-09-16T13:49:15.000Z,"Evernote Announces Debut of New Re-Engineered Apps https://evernote.com/blog/2020-ios-press-release/… #evernote #productivity #notetaking #organization #remembereverything #tech #edtechEvernote Announces Debut of New Re-Engineered Apps
The new Evernote for iOS launches today; to be followed by releases of Evernote for Windows, Mac, and Android.
evernote.com",,,
nerdstalker,@nerdstalker,2020-09-16T13:35:22.000Z,Introducing the new #Evernote for #iOS https://buff.ly/3iBKwiF #productivity #notetaking,,,
Anders Sporring,@AndersSporring,2020-09-16T07:09:51.000Z,"“Notetaking in 2020” by 
@AndersSporring
https://link.medium.com/nZV7HjSYO9 #evernote #roamresearch #notetakingNotetaking in 2020
My thoughts on Evernote & CO
link.medium.com",,,
Braush_study,@Braush_Study,2020-09-16T06:20:34.000Z,#India #Studyabroadlife #StudyinIndia #Studyabroad #Studytime #Braush #Braush_Study #Braushworld #Braushi #nationaltestingagency #conducted #testing #neet2020 #candidates #trouble #examination #notes #notetaking #transportation #amid  #covid19 #pandemic #reaching #lack #centres,,1,1
Lara Fish-Besly,@chasrabesh,2020-09-16T00:59:52.000Z,"How to do Cornell notes https://youtu.be/3f9A_8KfJgE via 
@YouTube
 #cornellnotes #takingnotes #notetaking",2,,5
Mark Cassell,@Mark_Cassell,2020-09-15T20:55:05.000Z,"""Not Just a Notebook"" - Contains quirky prompts to jog the Muse who isn't playing fair. #writingcommunity #writers #author #writerslife #amwriting #writing #cats #catbooks #notetaking Get it here> https://allauthor.com/amazon/44694/",,1,2
Oasis Minute Taking,@OasisMinutes,2020-09-15T07:45:06.000Z,"Why should a business look to invest in video conferencing software for the long term?
https://oasis-minutes.co.uk/advantages-of-video-conferencing/…

#virtualmeetings #minutes #minutetaking #notetaking #boardmeetings #HRmeetings #Boardoftrustees",,,
OnePlaybook,@One_Playbook,2020-09-15T07:26:50.000Z,"The market is still searching for new ways of taking notes. No shortage of demand. #NoteTakingQuote Tweet
Tiago Forte
@fortelabs
 · Sep 15
Wanted: notetaking app with

The simplest 30% of Roam’s features
The aesthetics of Notion
The ubiquity of Evernote
The ease of capturing of Things
The free form drawing of OneNote

Wrapped in a stable, mature business model and mainstream-oriented brand",,,1
Lu Wang,@Lu226,2020-09-15T00:22:42.000Z,"Replying to 
@CultRoam
 @RoamResearch
 and 
@ConawI became a true believer instantly after watching 
@AliAbdaal
 “How I Organise My Life with Roam” http://youtu.be/bpikCLhpIRY which reminds me Ahrens Sönke‘s How to Take Smart Notes. #roam #notetaking #Zettelkasten",,,
Zweig Group,@ZweigGroup,2020-09-14T22:36:02.000Z,"In our current digital and remote work environment, the basic task of note taking has become enormously important.  Read more about the importance of note taking  during meetings in this recent TZL article: https://zcu.io/6sTP  #TheZweigGroup #NoteTaking",,,2
Banyan Tree Educational Services,@banyantreelearn,2020-09-14T22:14:09.000Z,"Did you catch our video with Miss Lia last week? 

One of our goals at BTES is to help our students learn and build upon the foundational skills needed for success both in and out of the classroom. One of those invaluable skills is #notetaking! 

More:Why We Use Note-Taking Strategies & How They Help - Banyan Tree
One of our main focuses at Banyan Tree Educational Services is to help our students with note-taking strategies to learn how to be a student.
banyantlc.org",,,
Closing The Gap,@ATClosingTheGap,2020-09-14T22:04:45.000Z,"Virtual Exhibitor Spotlight - 
@GleanNotes
 
Sonocent’s web app Glean helps learners engage with spoken content during and after class. Take meaningful notes with minimal effort with this simple, distraction-free solution.
https://closingthegap.com/conference-exhibitors/…
#notetaking #education #transition",,,
Hedwig Spitzer - intérprete y traductora,@hedwiglugaro,2020-09-14T17:46:28.000Z,"¡Vuelve nuestra cita de los jueves! Incríbanse ya. Al día con la tecnología, gracias a nuestros amigos de 
@techforword
. #CPD #Notetaking #Terps #1ntQuote Tweet
techforword
@techforword
 · Sep 14
Congratulations to Simran Maira, the first winner of a Nebo Pro license! 
We’ve got 9 more free @MyScriptApps licenses to give away.

Just sign up for our free webinar and the raffle at http://xl8.link/freewebinar.

#AskNebo #Webinar #NoteTaking #Giveaway
GIF",,,2
techforword,@techforword,2020-09-14T17:09:24.000Z,"Congratulations to Simran Maira, the first winner of a Nebo Pro license! 
We’ve got 9 more free 
@MyScriptApps
 licenses to give away.

Just sign up for our free webinar and the raffle at http://xl8.link/freewebinar.

#AskNebo #Webinar #NoteTaking #GiveawayGIF",,1,3
doodles_in_the_membrane,@in_doodles,2020-09-13T03:45:17.000Z,General Chemistry Educational Infographics to help students studying chemistry and biology throughout the fall 2020 semester online. #academictwitter #studying #science #chemistry #biology #notes #notetaking #studyblr #studygram #learning #mcat #medstudent,,1,3
Chris Corus,@ccorus,2020-09-13T00:02:37.000Z,"The benefits of note-taking by hand #notetaking #collegenotetaking #cornellnotes #teachingaid #productivity #brainhacking https://bbc.com/worklife/article/20200910-the-benefits-of-note-taking-by-hand?ocid=ww.social.link.twitter… via 
@BBC_WorklifeThe benefits of note-taking by hand
Computers and phones have become the go-to note-taking method for many. But your brain benefits from an old-fashioned pen and paper.
bbc.com",,,
doodles_in_the_membrane,@in_doodles,2020-09-12T19:18:56.000Z,"Animated Educational Infographics about General Chemistry: Integrated Rate Law to help students studying chemistry, biology, biochemistry, and other science based classes in the Fall 2020 semester #science #notetaking #notes #stem #mcat #Fall2020",,,1
doodles_in_the_membrane,@in_doodles,2020-09-12T19:10:07.000Z,Biochemistry and Organic Chemistry Notes to help with studies. #science #SaturdayMorning #SaturdayMotivation #SaturdayVibes #SaturdayThoughts #biology #biochemistry #chemistry #notetaking #medstudent,,1,7
doodles_in_the_membrane,@in_doodles,2020-09-12T18:47:25.000Z,"Organic Chemistry Educational Infographics - About the reaction trends of Alkynes #science #chemistry #biology #biochemistry #sciencenotes #biologynotes #notetaking #stemmajor #onlineschool #SaturdayMotivation #studywithme #studybuddies #digitalnotes0:03
33 views",,1,2
doodles_in_the_membrane,@in_doodles,2020-09-12T18:44:53.000Z,"Biochemistry Digital Notetaking - Dihedral angles in Polypeptide Chains. #science #biochemistry #notetaking #digitalnotes
#procreate #stemmajor #studying #academictwitter",,,
Koh Eng Ghee,@KohEngGhee1,2020-09-12T14:10:29.000Z,"A habit that hard to be digitally transformed...  note taking by hand #DigitalTransformation #NoteTaking #cognitive #habitsThe benefits of note-taking by hand
Computers and phones have become the go-to note-taking method for many. But your brain benefits from an old-fashioned pen and paper.
bbc.com",,,
Arunkumar Rajasekaran,@worklifewinrep,2020-09-12T13:42:09.000Z,"Networked #notetaking is a form of bio-mimicry. It follows the pattern of ant colonies, bee hives or the brain. A swarm of notes find each other and come together to form something unique and impressive",,,
Abhi Verma,@AbVerma21,2020-09-12T13:38:03.000Z,"Roam just raised $9million..!! Note taking space is getting hotter..!! 
https://theinformation.com/articles/a-200-million-seed-valuation-for-roam-shows-investor-frenzy-for-note-taking-apps…

#roamcult #notetaking #noteA $200 Million Seed Valuation for Roam Shows Investor Frenzy for Note-Taking Apps
The shift to remote work has buoyed the valuations of several startups making productivity tools. The latest is Roam Research, which has raised $9 million at a valuation of $200 million, or about 25...
theinformation.com",,,
Dr. Frank Buck,@DrFrankBuck,2020-09-12T13:02:20.000Z,"Evernote is a great tool for housing notes for the college student. Learn a strategy to structure Evernote for the college semester. http://frankbuck.org/evernote-college-notes… 
@evernote
 #GetOrganized #timemanagement #productivity #collegesuccess #notetaking",,,1
Productivity Matters,@ProdMatters,2020-09-11T10:00:20.000Z,"As an Evernote user since 2011, I’m not convinced it’s still the right tool for me? Listen as I compare it with Apple Notes.
https://buff.ly/3igpzdd
#podcast #podcasting #podcaster #evernote #applenotes #productivity #productivitymatters #notetaking #content #audio #PodernFamily",,1,
Most Reviewed Net,@bukmedianet,2020-09-11T10:00:01.000Z,"Learning to Learn [Efficient Learning]: Zero to Mastery | #udemycoupon 

-> https://mostreviewednet.blogspot.com/2020/06/learning-to-learn-efficient-learning.html…

#100DaysOfCode #memory #SpeedReading #LearningStrategies #StudySkills #brainTraining #Notetaking #PersonalProductivity #Free #udemyLearning to Learn [Efficient Learning]: Zero to Mastery
Online Courses Udemy | Learning to Learn [Efficient Learning]: Zero to Mastery Improve memory & productivity using the skills of the world's top performers and learning strategies proven by research...
mostreviewednet.blogspot.com",,6,1
theupsstore7098,@theupsstore7098,2020-09-11T04:18:57.000Z,Just restocked on our BarCharts! Each card was handpicked for our store! #cheatsheet #studynotes #notetaking #notetoself #barcharts #quickstudy #quickstudyguide #quickstudyguides #theupsstore7098 #upsstore #theupsstore #schooltime #learningathome #zoomclasses #zoomlife #posters,1,,
russell+hazel,@russellandhazel,2020-09-10T22:50:03.000Z,"Classically styled, the drafter's tablet features gold-tone hardware with a micro-perforated graph paper pad. The minimal, industrial style makes a modern statement on the ...
https://bit.ly/35lWtFD
#notetaking #draftertablet #goldtones #graphpaper #inthedetails #russellandhazel",,,
Diarmuid Stokes,@dstokes01,2020-09-10T22:47:41.000Z,"Taking notes by hand involves cognitive engagement in summarising, paraphrasing, organising, concept and vocabulary mapping — in short, manipulating and transforming information that leads to deeper understanding. #NoteTaking https://bbc.com/worklife/article/20200910-the-benefits-of-note-taking-by-hand?ocid=ww.social.link.twitter… via 
@BBC_WorklifeThe benefits of note-taking by hand
Computers and phones have become the go-to note-taking method for many. But your brain benefits from an old-fashioned pen and paper.
bbc.com",3,4,13
Bundled Notes,@bundlednotes,2020-09-10T17:36:36.000Z,"As promised, Bundled Boards is coming to the Android app! With easy to use tabs, clear animations, and the ability to swipe notes from one column to the next, you'll easily be able to upgrade your bundles into kanban-esque boards. #apps #design #notetaking #animations",3,1,28
QOwnNotes,@QOwnNotes,2020-09-10T17:17:10.000Z,"New release of QOwnNotes: v20.9.4 https://ift.tt/2uM1eGs #notetaking #NextcloudQOwnNotes Changelog
Open source markdown note taking for Linux, Mac OS X and Windows, that works together with Nextcloud Notes
qownnotes.org",,,3
Alain Lemay,@Alain_Lemay69,2020-09-10T15:55:03.000Z,"What’s the Best, Most Effective Way to Take #Notes? http://ow.ly/2tQl50BmXaS #notetakingWhat’s the Best, Most Effective Way to Take Notes?
If you’re just copying down what the lecturer says and you don’t revise what you’ve written down, there’s little point in taking notes.
getpocket.com",,,
hardian,@HardianNazief,2020-09-08T18:57:45.000Z,"I am a big fan of notion for notetaking, bookmark & todo list,but for faster flow I still use notepad++ to keep a more dense day to day notetaking. As it is very lightweight, have nice darkmode, tabs & a save state feature, so it restore where you left off #notepad #notetakingGIF",,,
Pam - Pen Lover,@penluvr2,2020-09-08T17:47:46.000Z,Plenty of paper here for #journaling #letterwriting or just #notetaking.  We're open so come shop with us today.  http://penloversparadise.com #penloversparadise #pens #stationery #writinginstruments #fountainpens #leuchtturm1917 #rhodia #shoplocal,,2,2
RaiderReady,@RaiderReady,2020-09-08T14:02:41.000Z,"Tip Tuesday: Note Taking Strategies
https://chloeburroughs.com/choose-best-note-taking-method/…

#TipTuesday #ttu24 #notetaking #rrp #striveforhonorHow to Choose the Best Note Taking Method - ChloeBurroughs.com
This blog post explains and evaluates four of the most effective note taking methods - Mindmaps, Cornell method, Outline method, Structured Analysis.
chloeburroughs.com",,,
Fresh van Root Blog,@freshvanroot,2020-09-08T07:05:02.000Z,"This Twitter thread explains which alternatives there are to #Evernote or #OneNote or other mainstream #NoteTaking #apps, and why they are worth checking out.

#ContentCreation #Organization 

https://frsh.fyi/53

via 
 Tools & Apps section from our Newsletter",1,,1
Guru Answers,@GuruAnswers,2020-09-08T01:56:29.000Z,#noteshelf #noteshelfapp #med #medicine #medschool #medlife #medstudent #notetaking #studygram #studytips #studynotes #studyinspiration #studyinspo #cutenotes #mednotes #motivation #studyblr #collegelife #paperless #bulletjournal #paperlesstudent #instastudy #digitalnotetaking,,,
Productivity Matters,@ProdMatters,2020-09-07T19:00:19.000Z,"As an Evernote user since 2011, I’m not convinced it’s still the right tool for me? Listen as I compare it with Apple Notes.
https://buff.ly/323g6Am
#podcast #podcasting #podcaster #evernote #applenotes #productivity #productivitymatters #notetaking #content #audio #PodernFamily0:14
14 views",,1,
Tracy Zervakis,@ChiariTracy,2020-09-07T18:58:37.000Z,"#Notetaking by hand is a powerful #memorytool #StudentsCOMMENTARY: Note-taking by hand is a powerful memory tool
Do you pick up any old notebook and pen when you need them, or do you have a thing for Moleskines or Montblancs?Whether or not you’re picky, know that tools for the hands are tools for the brain. …
flip.it",,,1
Laauurraaa,@Azeirah,2020-09-07T16:07:40.000Z,"Replying to 
@Azeirah
 and 
@CaYD4DI really believe its strength lies in discovering high-level patterns in notes, for instance, you can tell it to highlight all notes that have the tag #noteTaking or something among those lines. I just don't have a serious enough note database to test out how well that would work",1,,
Craftyprints.ph,@CraftyprintsPh,2020-09-07T15:53:40.000Z,"Who else loves the moon~ 
.
.
.
.
.

#notetaking #studygram #notes #study #studying #studymotivation #studynotes #studyblr #studyinspo #studywithme #studygrammer #studyspo #notestagram #studyinspiration #studytips… https://instagram.com/p/CE109xJja3a/?igshid=f9l3qig71b5i…",,,
Paperlike,@paperlike,2020-09-07T10:00:21.000Z,"[TAKE OVER] for our #studygrammers 
@thestudycollection is taking over our Instagram today and keeping our #backtoschool motivation high! Head to our Instagram to see the full takeover. https://instagram.com/paperlike/
#paperlike #studygram #notetaking",,,1
photostroller,@photostroller,2020-09-07T08:47:33.000Z,"Weil es leicht übersehen wird, hier findet ihr alle Zusatzinfos zum Kurs auf der Webseite der 
@ihkreutlingen
. #sketchnotes #workshop #onlineworkshop #scribbeln #notetaking #visuellenotizen",1,,
Tim King,@hellotimking,2020-09-07T05:42:06.000Z,"Bear – A Three Year Journey 

A story of #note taking, enabling tech, and me

Note taking is an incredibly personal thing. Some | Read More... https://hellotimking.com/2020/05/bear-a-three-year-journey/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost… #bearapp #digitalwriting #journal #journalling #notetaking #notetaking #onlinepublishing #wikiBear – A Three Year Journey | hellotimking
Note taking is an incredibly personal thing. Some like paper, others record their voice, and then there are those brave souls who wade into the hundreds of applications available that strive to be...
hellotimking.com",,,
Tim King,@hellotimking,2020-09-05T18:44:40.000Z,"Welcome to the #Note Taking Apocalypse 

In a sea of apps, what matters most when taking notes?

If you’re like me then you’ll have found yourself often standing at the | Read More... https://hellotimking.com/2018/06/welcome-to-the-note-taking-apocalypse/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost… #dokuwiki #notetaking #notetaking #onenote #wardcunninghamWelcome to the Note Taking Apocalypse | hellotimking
If you’re like me then you’ll have found yourself often standing at the front door of your app store staring at the sheer wall of note taking applications that are available at the moment.
hellotimking.com",,1,1
Bhavin Prajapati,@bhavprajapati,2020-09-05T14:01:02.000Z,".
@RoamResearch
 @Conaw
... is so close to being my dream #notetaking tool for my scattered #ADHD #dyslexic mind... networked thought finally albeit slightly harnessed for some action (some is better than none). not there yet but it's awfully close to what I needed in school",1,,
Charlotte,@Findlotte,2020-09-05T09:39:50.000Z,"This year my Y12s will be learning about #WorkingMemory, #DualCoding #CognitiveOverload, #Schemas, #Metacognition and #NoteTaking during their introductory period, because, why not? 
Available here: https://tes.com/teaching-resource/intro-to-psychology-introduction-welcome-year-12-cognitive-science-12372402…",3,3,17
Tim King,@hellotimking,2020-09-05T03:42:23.000Z,"Bear – A Three Year Journey 

A story of #note taking, enabling tech, and me

Note taking is an incredibly personal thing. Some | Read More... https://hellotimking.com/2020/05/bear-a-three-year-journey/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost… #bearapp #digitalwriting #journal #journalling #notetaking #notetaking #onlinepublishing #wikiBear – A Three Year Journey | hellotimking
Note taking is an incredibly personal thing. Some like paper, others record their voice, and then there are those brave souls who wade into the hundreds of applications available that strive to be...
hellotimking.com",,,
Wisdom House Books,@The_Owl_House,2020-09-05T01:54:48.000Z,"Wisdom House Books is proud to introduce our latest educational book ""Visual Notetaking: Thinking by Design"" by author Wendi Pillars.
Available soon at http://wisdomhousebooks.com
#teachingandlearning #notetaking #visualnotes #publishing #teachers #educating #drawing",,,1
kapilbulsara,@kapilbulsara,2020-09-04T21:47:33.000Z,"added a #notetaking #opensource project on 
@github
 It's a simple script that I personal use. It uses #markdown and #Vim  Check it out!kapilbulsara/mynotes
A script to help create and maintain notes and journal using vim - kapilbulsara/mynotes
github.com",,,
Ninad,@notAgainNinad,2020-09-04T18:37:00.000Z,"#noteTaking #zettlekastenMethod

Composing a thread of my experience with this method and my original contribution/tweak to the method to make it more suitable for me. 

-> For those who have no idea what this is, refer here -Extend Your Mind and Memory With a Zettelkasten
zettelkasten.de",1,,
Lymphoma Lass,@LymphomaLass,2020-09-04T18:00:24.000Z,"#hoppy #blueprint #notetaking! Perfect for learning new things! #LymphomaLass xx
@Redbubble
 #Redbubble #Redbubbleartists @redbubbleartists
https://redbubble.com/i/notebook/Hops-One-cyanotype-with-tannin-and-gold-ink-by-LymphomaLass/56716956.WX3NH?asc=u…",,1,1
Raed || رائد,@raed_kasrawani,2020-09-04T16:17:05.000Z,"@NotabilityApp
 makes it more fun to learn math and physics. 
#notability  #notetaking #fun",1,7,30
Braush_study,@Braush_Study,2020-09-04T13:14:56.000Z,#India #Studyabroadlife #StudyinIndia #Studyabroad #Studytime #Braush #Braush_Study #Braushworld #Braushi #nationaleducation #agricultureindia #educationnews #newsdailyposts #newsupdate #Study #Studymotivation #Studynotes #Studying #notes #notetaking #goodnotes #studyinspiration,,,
Rita Hutcheson-Cobbs,@RitaHCobbs,2020-09-03T14:49:04.000Z," A bit if creativity… Video link: https://youtu.be/ZffLpIVwNz4 #paperarts #repurposedart #compositionnotebook #journaling #plannercommunity #notetaking #scrapbooking https://instagram.com/p/CEraUi8nE_G/?igshid=1led7i0ku7k88…ritahutchesoncobbs
A bit if creativity… Video link: https://youtu.be/ZffLpIVwNz4 #paperarts #repurposedart #compositionnotebook #journaling #plannercommunity #notetaking...
ritahutchesoncobbs.tumblr.com",,,
Rita Hutcheson-Cobbs,@RitaHCobbs,2020-09-03T14:48:26.000Z,"A bit if creativity...
Video link: https://youtu.be/ZffLpIVwNz4
#paperarts #repurposedart #compositionnotebook #journaling #plannercommunity #notetaking #scrapbooking https://instagram.com/p/CEraUi8nE_G/?igshid=lahzx28t5rj4…Repurposed Composition Notebook
Taking a simple composition notebook and creating a beautiful work of art is something I love. It’s a great way to use scraps and recycled materials.
youtube.com",,,
Ibrox Primary 7,@IbroxPrimary7,2020-09-03T14:35:57.000Z,"We were working hard to create informative posters all about what we have been learning in our topic.
#notetaking
#audienceawareness
#linkingourlearning",,,14
MyScript Nebo,@MyScriptApps,2020-09-03T13:30:42.000Z," Only 2 days until the end of our #promotion!

Power up your note-taking with 30% off #NeboApp 
#Windows 
 https://bit.ly/NeboWindows
#iPadOS  
 https://bit.ly/NeboAppleStore 
#Android 
  https://bit.ly/NeboAndroid

#ProductivityApp #NoteTaking",2,1,4
David Andrade,@daveandcori,2020-09-03T12:54:38.000Z,"7 Reasons to Actually Start Using Google Keep by 
@PCMag
 in 
@pcmag
 https://link.medium.com/tu66LGLNt9 I use it all the time - great for students as well - handwritten, typed, audio notes, collab, reminders. #edtech #edchat #GoogleEDU #notetaking7 Reasons to Actually Start Using Google Keep
Google’s note-taking app is the best free program you’re not using and perhaps never knew existed in the first place.
link.medium.com",,,
THE STUDY FRIEND,@thestudyfriend,2020-09-03T11:45:05.000Z,#BeOurStudyFriend #Studying #Productivity #education #explorepage #productive #learning #studytips #bujo #aesthetic #notetaking #studyblr #studyblog #quarantine #sarasa #motivation #selflove #school #mentalhealth #SBMPTN #UTBK #exam #selfcare #studygram #tryoututbk #classof2020,,,
Wayne Smallman,@Octane,2020-09-03T09:17:11.000Z,"Anyone working on large projects, or doing complex research (like a journalist or an academic) knows that folders and tags have their limitations ( https://web.theundercloud.com/2020/07/17/note-taking-software-second-brain-myth/… ).

#Productivity #Research #NoteTaking",,,
Elena C.,@Gooofballnerd,2020-09-03T00:59:36.000Z,"I am working on my statistics notes and I have to copy down the PowerPoint notes/presentation. Oh, and did I mention it’s 103 SLIDES?? 
 #NoteTaking",,,
Tim King,@hellotimking,2020-09-02T20:44:11.000Z,"Bear – A Three Year Journey 

A story of #note taking, enabling tech, and me

Note taking is an incredibly personal thing. Some | Read More... https://hellotimking.com/2020/05/bear-a-three-year-journey/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost… #bearapp #digitalwriting #journal #journalling #notetaking #notetaking #onlinepublishing #wikiBear – A Three Year Journey | hellotimking
Note taking is an incredibly personal thing. Some like paper, others record their voice, and then there are those brave souls who wade into the hundreds of applications available that strive to be...
hellotimking.com",,,1
Thomas Mitchell,@tmcstweets,2020-09-02T19:15:45.000Z,"For fellow users of Notability in iOS, here’s a nice demo of the new features brought to the new 10th update. 
#Notability #iOS #Apple #iPad #paperless #notetakingNEW Best Note-Taking App 2020 for Apple Pencil and iPad
The new Version 10 of the handwriting note-taking app #Notability is just wow! 
Get Paperlike Screen Protector here: https://pplmvm.com/PaperLike 
youtube.com",,1,2
Tom Mitchell,@tomzer1,2020-09-02T19:15:15.000Z,"For fellow users of Notability in iOS, here’s a nice demo of the new features brought to the new 10th update. 
#Notability #iOS #Apple #iPad #paperless #notetakingNEW Best Note-Taking App 2020 for Apple Pencil and iPad
The new Version 10 of the handwriting note-taking app #Notability is just wow! 
Get Paperlike Screen Protector here: https://pplmvm.com/PaperLike 
youtube.com",,1,2
krishnanunnihm,@krishnanunnihm,2020-09-02T02:59:16.000Z,"My 
@obsdmd
 @AutoHotkey
 assignments. Additionally I use a ton of text expansions. #obsidian #notetaking 
What about you guys?",2,,4
Gravity Sketch,@GravitySketch,2020-09-01T21:08:20.000Z,"See how you can make markups and annotations inside Gravity Sketch! 

#annotations #design #review #industrialdesign #innovation #virtualreality #collaboration #notetaking",1,1,11
Study Tip A Day,@StudyTipADay,2020-09-01T19:36:01.000Z,"Feeling scattered with school? You don't have to have ADHD to benefit from the following tips. Want a boost to productivity, contact geri@managingyourmind.com.

https://additudemag.com/dealing-with-adhd-80-coping-strategies/?utm_source=eletter&utm_medium=email&utm_campaign=adult_september_2020&utm_content=090120&goal=0_d9446392d6-5231bbe99c-288291721…

#attentionspan, #attentionmanagement, #distractions, #productivity #notetaking #overwhelmedADHD Coping Strategies You Haven’t Tried Yet
What helps adults and parents manage life with ADHD? These 80 reader-submitted ADHD coping strategies — high tech and low tech — might seem quirky but try them to see your ADHD in a new light.
additudemag.com",,,
QOwnNotes,@QOwnNotes,2020-09-01T18:17:21.000Z,"New release of QOwnNotes: v20.9.1 https://ift.tt/2uM1eGs #notetaking #NextcloudQOwnNotes Changelog
Open source markdown note taking for Linux, Mac OS X and Windows, that works together with Nextcloud Notes
qownnotes.org",,,3
Dannon Loveland,@DannonL,2020-09-01T17:30:01.000Z,"Looking for a how-to on creative note-taking 101? 

#VisualNotes #NoteTaking 
@the_ink_factoryYOUR notes could look like this! Learn how on our blog.
Looking for a how-to on creative note-taking 101? You’ve come to the right place! We’re huge fans of taking your own visual notes for meetings.
inkfactorystudio.com",,1,1
